주문ID,주문일,채널,상품ID,상품명,시리즈,카테고리,수량,단가,할인액,판매가,주문금액,수수료율,수수료,원가합계,영업이익,주문상태,유입경로
ORD-2603-1034,2026-03-04,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,네이버검색
ORD-2602-1035,2026-02-05,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.12,1800,4800,8400,완료,추천
ORD-2601-1036,2026-01-06,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2601-1037,2026-01-03,핫트랙스,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.25,2250,2700,4050,완료,핫트랙스
ORD-2601-1038,2026-01-22,29CM,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,2,22000,0,22000,44000,0.2,8800,15000,20200,완료,29CM
ORD-2603-1039,2026-03-26,핫트랙스,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.25,7500,9600,12900,완료,핫트랙스
ORD-2601-1040,2026-01-05,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,2,22000,0,22000,44000,0.12,5280,15000,23720,완료,네이버검색
ORD-2602-1041,2026-02-05,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.035,280,2400,5320,완료,블로그검색
ORD-2603-1042,2026-03-11,자사몰,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.035,315,2700,5985,완료,인스타그램
ORD-2602-1043,2026-02-17,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.3,9000,10400,10600,반품,카카오선물하기
ORD-2603-1044,2026-03-01,네이버,PRD-016,데일리 노트 A5,PART PART,노트,4,9000,0,9000,36000,0.12,4320,10800,20880,완료,추천
ORD-2603-1045,2026-03-27,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,1,12000,0,12000,12000,0.035,420,4800,6780,완료,인스타그램
ORD-2601-1046,2026-01-23,29CM,PRD-016,데일리 노트 A5,PART PART,노트,2,9000,0,9000,18000,0.2,3600,5400,9000,완료,29CM
ORD-2602-1047,2026-02-16,텐바이텐,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.18,1440,2400,4160,완료,텐바이텐
ORD-2602-1048,2026-02-27,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2601-1049,2026-01-11,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,2,5000,0,5000,10000,0.12,1200,2400,6400,완료,네이버검색
ORD-2602-1050,2026-02-17,자사몰,PRD-026,코튼 러그 - S,오롤리데이,러그,2,38000,0,38000,76000,0.035,2660,30000,43340,완료,기타
ORD-2602-1051,2026-02-23,자사몰,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,1500,13500,13500,0.035,472,4800,8228,완료,직접유입
ORD-2601-1052,2026-01-06,텐바이텐,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.18,9000,17000,24000,완료,텐바이텐
ORD-2603-1053,2026-03-06,자사몰,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,인스타그램
ORD-2601-1054,2026-01-18,자사몰,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.035,770,7200,14030,완료,인스타그램
ORD-2601-1055,2026-01-19,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,교환,카카오선물하기
ORD-2602-1056,2026-02-11,29CM,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,5,24000,0,24000,120000,0.2,24000,40000,56000,완료,29CM
ORD-2601-1057,2026-01-26,29CM,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.2,2400,4200,5400,완료,29CM
ORD-2601-1058,2026-01-15,자사몰,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,4,15000,0,15000,60000,0.035,2100,20800,37100,완료,직접유입
ORD-2603-1059,2026-03-17,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2601-1060,2026-01-20,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2603-1061,2026-03-20,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,반품,인스타그램
ORD-2603-1062,2026-03-26,29CM,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.2,3600,6300,8100,완료,29CM
ORD-2602-1063,2026-02-12,자사몰,PRD-012,보조배터리 5000mAh,MNNS,전자소품,2,32000,0,32000,64000,0.035,2240,29000,32760,완료,블로그검색
ORD-2602-1064,2026-02-12,텐바이텐,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2601-1065,2026-01-22,네이버,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,1,24000,0,24000,24000,0.12,2880,8000,13120,완료,쇼핑라이브
ORD-2602-1066,2026-02-08,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2601-1067,2026-01-03,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,2,12000,0,12000,24000,0.035,840,9600,13560,완료,인스타그램
ORD-2601-1068,2026-01-04,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,2,18000,0,18000,36000,0.25,9000,11600,15400,완료,핫트랙스
ORD-2603-1069,2026-03-16,자사몰,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.035,630,6000,11370,완료,블로그검색
ORD-2603-1070,2026-03-25,네이버,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,2,12000,0,12000,24000,0.12,2880,9600,11520,완료,네이버검색
ORD-2601-1071,2026-01-25,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,750,14250,14250,0.2,2850,4800,6600,완료,29CM
ORD-2602-1072,2026-02-28,네이버,PRD-007,접이식 우산,Happier Label,우산,2,28000,0,28000,56000,0.12,6720,22000,27280,완료,기타
ORD-2601-1073,2026-01-25,네이버,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.12,3360,11000,13640,완료,네이버검색
ORD-2602-1074,2026-02-12,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,2,18000,0,18000,36000,0.25,9000,11600,15400,완료,핫트랙스
ORD-2602-1075,2026-02-19,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.3,4800,4800,6400,완료,카카오선물하기
ORD-2602-1076,2026-02-01,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,4,12000,0,12000,48000,0.035,1680,19200,27120,완료,인스타그램
ORD-2603-1077,2026-03-21,네이버,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,0,16000,16000,0.12,1920,5200,8880,완료,네이버검색
ORD-2601-1078,2026-01-13,자사몰,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,4,22000,0,22000,88000,0.035,3080,28800,56120,반품,카카오채널
ORD-2601-1079,2026-01-10,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,네이버검색
ORD-2603-1080,2026-03-14,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,쇼핑라이브
ORD-2601-1081,2026-01-14,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,2,19000,0,19000,38000,0.12,4560,14400,19040,완료,기타
ORD-2603-1082,2026-03-04,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,취소,쇼피파이
ORD-2603-1083,2026-03-04,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,추천
ORD-2602-1084,2026-02-28,네이버,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.12,3840,11200,16960,완료,기타
ORD-2601-1085,2026-01-26,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,3,18000,0,18000,54000,0.25,13500,17400,23100,완료,핫트랙스
ORD-2603-1086,2026-03-26,자사몰,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,0,16000,16000,0.035,560,5200,10240,완료,인스타그램
ORD-2603-1087,2026-03-02,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.035,1050,9600,19350,완료,블로그검색
ORD-2601-1088,2026-01-21,네이버,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,2,12000,0,12000,24000,0.12,2880,8400,12720,완료,기타
ORD-2601-1089,2026-01-11,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,완료,쇼핑라이브
ORD-2601-1090,2026-01-25,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.3,9600,11200,11200,완료,카카오선물하기
ORD-2601-1091,2026-01-01,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.3,5400,6300,6300,완료,카카오선물하기
ORD-2601-1092,2026-01-24,29CM,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.2,2800,4500,6700,완료,29CM
ORD-2601-1093,2026-01-27,자사몰,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,2,22000,0,22000,44000,0.035,1540,15000,27460,완료,직접유입
ORD-2602-1094,2026-02-04,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.035,560,5600,9840,완료,블로그검색
ORD-2603-1095,2026-03-13,자사몰,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.035,420,4200,7380,완료,직접유입
ORD-2602-1096,2026-02-06,자사몰,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,3,12000,0,12000,36000,0.035,1260,12600,22140,완료,인스타그램
ORD-2601-1097,2026-01-20,카카오선물하기,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-1098,2026-01-01,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2601-1099,2026-01-24,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2601-1100,2026-01-24,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2602-1101,2026-02-23,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,완료,네이버검색
ORD-2602-1102,2026-02-14,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2601-1103,2026-01-07,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,3,8000,0,8000,24000,0.3,7200,7200,9600,완료,카카오선물하기
ORD-2603-1104,2026-03-09,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2601-1105,2026-01-04,자사몰,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.035,175,1200,3625,완료,인스타그램
ORD-2601-1106,2026-01-01,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,2,12000,0,12000,24000,0.12,2880,8400,12720,완료,네이버검색
ORD-2601-1107,2026-01-10,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2603-1108,2026-03-22,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,2,52000,0,52000,104000,0.035,3640,42000,58360,완료,인스타그램
ORD-2601-1109,2026-01-04,자사몰,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,교환,카카오채널
ORD-2602-1110,2026-02-01,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.25,3500,4500,6000,완료,핫트랙스
ORD-2602-1111,2026-02-11,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-1112,2026-01-12,네이버,PRD-018,위클리 플래너,PART PART,플래너,2,14000,0,14000,28000,0.12,3360,9000,15640,완료,기타
ORD-2601-1113,2026-01-08,자사몰,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.035,420,4200,7380,완료,인스타그램
ORD-2602-1114,2026-02-26,네이버,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,취소,쇼핑라이브
ORD-2601-1115,2026-01-26,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,4,25000,2500,22500,90000,0.035,3150,34000,52850,완료,직접유입
ORD-2603-1116,2026-03-19,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,추천
ORD-2602-1117,2026-02-22,자사몰,PRD-035,해피어마트 한정 에코백,해피어마트,가방,1,29000,0,29000,29000,0.035,1015,10500,17485,완료,블로그검색
ORD-2601-1118,2026-01-25,네이버,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.12,2160,6300,9540,완료,추천
ORD-2602-1119,2026-02-03,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2602-1120,2026-02-11,자사몰,PRD-035,해피어마트 한정 에코백,해피어마트,가방,1,29000,0,29000,29000,0.035,1015,10500,17485,완료,카카오채널
ORD-2601-1121,2026-01-05,자사몰,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,인스타그램
ORD-2602-1122,2026-02-22,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,네이버검색
ORD-2601-1123,2026-01-15,자사몰,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.035,420,4200,7380,완료,블로그검색
ORD-2601-1124,2026-01-13,네이버,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,0,11000,11000,0.12,1320,3300,6380,완료,네이버검색
ORD-2603-1125,2026-03-07,자사몰,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.035,1330,15000,21670,완료,인스타그램
ORD-2601-1126,2026-01-04,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,직접유입
ORD-2601-1127,2026-01-13,자사몰,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.035,490,4500,9010,완료,인스타그램
ORD-2601-1128,2026-01-06,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2602-1129,2026-02-06,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,1,12000,1200,10800,10800,0.035,378,4800,5622,완료,카카오채널
ORD-2601-1130,2026-01-25,텐바이텐,PRD-019,먼슬리 플래너,PART PART,플래너,4,16000,0,16000,64000,0.18,11520,20800,31680,완료,텐바이텐
ORD-2601-1131,2026-01-27,자사몰,PRD-019,먼슬리 플래너,PART PART,플래너,2,16000,0,16000,32000,0.035,1120,10400,20480,완료,인스타그램
ORD-2602-1132,2026-02-15,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,5,8000,0,8000,40000,0.3,12000,12000,16000,완료,카카오선물하기
ORD-2601-1133,2026-01-12,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,3,15000,0,15000,45000,0.12,5400,14400,25200,완료,쇼핑라이브
ORD-2601-1134,2026-01-22,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,네이버검색
ORD-2602-1135,2026-02-08,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2602-1136,2026-02-09,텐바이텐,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,5,18000,0,18000,90000,0.18,16200,29000,44800,완료,텐바이텐
ORD-2601-1137,2026-01-11,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,4,22000,0,22000,88000,0.12,10560,28800,48640,완료,추천
ORD-2603-1138,2026-03-04,네이버,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,1,24000,0,24000,24000,0.12,2880,8000,13120,완료,네이버검색
ORD-2603-1139,2026-03-05,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,네이버검색
ORD-2601-1140,2026-01-10,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,교환,블로그검색
ORD-2603-1141,2026-03-02,자사몰,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,3,14000,0,14000,42000,0.035,1470,12600,27930,완료,직접유입
ORD-2601-1142,2026-01-24,자사몰,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,1500,13500,13500,0.035,472,5200,7828,완료,블로그검색
ORD-2603-1143,2026-03-09,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.25,3500,4500,6000,완료,핫트랙스
ORD-2601-1144,2026-01-25,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.035,280,2400,5320,완료,블로그검색
ORD-2601-1145,2026-01-26,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2602-1146,2026-02-12,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2601-1147,2026-01-25,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2602-1148,2026-02-19,텐바이텐,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,2,12000,0,12000,24000,0.18,4320,8400,11280,교환,텐바이텐
ORD-2603-1149,2026-03-28,네이버,PRD-027,코튼 러그 - M,오롤리데이,러그,1,52000,0,52000,52000,0.12,6240,21000,24760,완료,네이버검색
ORD-2601-1150,2026-01-10,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,3,8000,0,8000,24000,0.3,7200,7200,9600,완료,카카오선물하기
ORD-2602-1151,2026-02-23,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,인스타그램
ORD-2602-1152,2026-02-24,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,2,22000,0,22000,44000,0.05,2200,14400,27400,완료,쇼피파이
ORD-2601-1153,2026-01-04,네이버,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.12,1920,5600,8480,완료,네이버검색
ORD-2601-1154,2026-01-13,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.12,3600,10400,16000,완료,쇼핑라이브
ORD-2603-1155,2026-03-20,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,블로그검색
ORD-2602-1156,2026-02-10,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,4,25000,0,25000,100000,0.12,12000,34000,54000,완료,쇼핑라이브
ORD-2601-1157,2026-01-14,텐바이텐,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.18,2880,5600,7520,교환,텐바이텐
ORD-2601-1158,2026-01-21,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2602-1159,2026-02-09,자사몰,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,블로그검색
ORD-2601-1160,2026-01-21,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.035,630,5800,11570,완료,기타
ORD-2601-1161,2026-01-27,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,4,14000,0,14000,56000,0.3,16800,16800,22400,완료,카카오선물하기
ORD-2602-1162,2026-02-22,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.12,6000,17000,27000,완료,추천
ORD-2601-1163,2026-01-01,텐바이텐,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.18,1440,2400,4160,완료,텐바이텐
ORD-2601-1164,2026-01-08,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2603-1165,2026-03-03,자사몰,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,0,11000,11000,0.035,385,3300,7315,완료,기타
ORD-2601-1166,2026-01-23,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,5,25000,0,25000,125000,0.12,15000,42500,67500,완료,네이버검색
ORD-2601-1167,2026-01-07,29CM,PRD-017,데일리 노트 B5,PART PART,노트,2,11000,0,11000,22000,0.2,4400,6600,11000,완료,29CM
ORD-2602-1168,2026-02-07,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,3,8000,0,8000,24000,0.035,840,7200,15960,완료,인스타그램
ORD-2602-1169,2026-02-24,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2601-1170,2026-01-18,텐바이텐,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.18,4500,8500,12000,완료,텐바이텐
ORD-2601-1171,2026-01-17,네이버,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,교환,추천
ORD-2601-1172,2026-01-27,자사몰,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.035,490,4200,9310,완료,카카오채널
ORD-2603-1173,2026-03-17,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,인스타그램
ORD-2602-1174,2026-02-07,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,추천
ORD-2603-1175,2026-03-02,자사몰,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.035,1750,17000,31250,완료,인스타그램
ORD-2601-1176,2026-01-24,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,3,12000,0,12000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2601-1177,2026-01-16,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,네이버검색
ORD-2603-1178,2026-03-01,29CM,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.2,1600,2400,4000,완료,29CM
ORD-2601-1179,2026-01-25,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,추천
ORD-2603-1180,2026-03-12,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.12,1800,4800,8400,완료,네이버검색
ORD-2602-1181,2026-02-26,29CM,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.2,4400,7500,10100,완료,29CM
ORD-2601-1182,2026-01-15,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,블로그검색
ORD-2602-1183,2026-02-22,자사몰,PRD-017,데일리 노트 B5,PART PART,노트,4,11000,0,11000,44000,0.035,1540,13200,29260,완료,카카오채널
ORD-2602-1184,2026-02-10,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,3,14000,0,14000,42000,0.25,10500,13500,18000,완료,핫트랙스
ORD-2602-1185,2026-02-04,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,2,52000,0,52000,104000,0.035,3640,42000,58360,완료,기타
ORD-2601-1186,2026-01-24,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2602-1187,2026-02-21,29CM,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2603-1188,2026-03-02,자사몰,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,인스타그램
ORD-2601-1189,2026-01-10,자사몰,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,4,14000,0,14000,56000,0.035,1960,16800,37240,완료,인스타그램
ORD-2602-1190,2026-02-07,29CM,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,2,22000,0,22000,44000,0.2,8800,14400,20800,완료,29CM
ORD-2602-1191,2026-02-26,자사몰,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,4,22000,0,22000,88000,0.035,3080,30000,54920,완료,블로그검색
ORD-2602-1192,2026-02-25,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,4,15000,0,15000,60000,0.12,7200,20800,32000,완료,기타
ORD-2601-1193,2026-01-08,29CM,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,0,32000,32000,0.2,6400,14500,11100,완료,29CM
ORD-2603-1194,2026-03-26,29CM,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.2,2400,4200,5400,완료,29CM
ORD-2602-1195,2026-02-15,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,4,18000,0,18000,72000,0.035,2520,25200,44280,완료,기타
